metric,n,covariates,beta_age,se_age,t_age,p_age,r2,beta_meanz,se_meanz,p_meanz
clustering_w,109,age+sex_num+mean_FD,0.0012531744070190278,0.0003475549667065542,3.605686947575983,0.00047808467107951394,0.12014838491585267,,,
clustering_w,109,age+sex_num+mean_FD+mean_z_upper,0.0007758758426808442,0.0003161589127789612,2.454069176355274,0.015785727088835227,0.3294835575875158,0.1830438293786422,0.03212343929273665,1.1373464911652429e-07
