metric,n,beta_age,se_age,t_age,p_age,r2,FDR_q
clustering_w,108,0.0017154747494800859,0.00041964686517745694,4.087900784757822,8.591720636885683e-05,0.14931743338396897,0.00042958603184428413
modularity_q,108,0.0014882704828405378,0.0005473308507396213,2.7191423264911934,0.007671162349955786,0.09603284082037933,0.019177905874889465
char_path_length,108,0.0010874932634707822,0.0009726434635295442,1.1180800614486928,0.2661088558971963,0.021949234824602093,0.2661088558971963
small_worldness,108,0.004626677149697488,0.0020179184554269826,2.292796885451203,0.023872450332476442,0.06636405566355896,0.03978741722079407
mean_betweenness,108,1.1096870035416296e-05,9.924933301321914e-06,1.118080061448704,0.26610885589719147,0.02194923482460165,0.2661088558971963
