metric,n,covariates,beta_age,se_age,t_age,p_age,r2,beta_meanz,se_meanz,p_meanz
clustering_w,109,age+sex_num+mean_FD,0.0012060316724860404,0.00037163052984676956,3.2452437989508303,0.0015747793679385506,0.09884060602792744,,,
clustering_w,109,age+sex_num+mean_FD+mean_z_upper,0.0004557446339022727,0.00026991206987539993,1.6884929751850632,0.09431305396958325,0.5622162949177847,0.2877348119954257,0.027424512296071773,5.355975972832251e-18
