metric,n_child,n_adult,child_mean,child_sd,adult_mean,adult_sd,U,p,effect_size_r
clustering_w,78,31,0.2306249501879927,0.033711259557658316,0.2575624276024779,0.02750341222380474,628.0,9.653664092763391e-05,0.48056244830438377
