metric,n_child,n_adult,child_mean,child_sd,adult_mean,adult_sd,U,p,effect_size_r
clustering_w,78,31,0.20092023693445513,0.035172115661068995,0.2290640366175196,0.030637607039144716,590.0,3.26175956907249e-05,0.511993382961125
