metric,n_child,n_adult,child_mean,child_sd,adult_mean,adult_sd,U,p,effect_size_r,FDR_q
clustering_w,77,31,0.2086717737342959,0.0398648883761559,0.24668985165755175,0.034568684614765054,533.0,7.3863631416641375e-06,0.553414327607876,3.693181570832068e-05
modularity_q,77,31,0.3405999188350791,0.05172558922924012,0.35875418473343434,0.055152161602226,898.0,0.045131644958903275,0.2475911185588605,0.11282911239725818
char_path_length,77,31,1.908915125278762,0.09207685417541851,1.931006842619746,0.08679169512654109,947.0,0.09478865185199083,0.20653540008378724,0.11848581481498853
small_worldness,77,31,1.5108231461645987,0.18913833260286472,1.5553507976835619,0.20086171418875676,1018.0,0.23464722584290887,0.1470465018852115,0.23464722584290887
mean_betweenness,77,31,0.009274644135497518,0.0009395597364838666,0.009500069822650422,0.0008856295421075617,947.0,0.09478865185199083,0.20653540008378724,0.11848581481498853
