n,beta_age,se_age,t_age,p_age,beta_sex,p_sex,beta_meanFD,p_meanFD,r2
109,-0.0028699206718260997,0.000986140244794865,-2.9102561090822276,0.004409752423847879,0.03576427134263563,0.047898832183764874,-0.20522402454250893,0.23904051549301888,0.12148134992374793
